O,60,163,60,151,120,0,0,0,0,0,0,0,0,0,0,0,60,139,255,176,60,255,255,255,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,21,60,0,0,0,0,115,255,255,255,255,255,255,255,255,255,255,255,115,0,0,0,255,255,255,255,255,255,199,0,0,255,255,255,255,0,0,0,255,255,90,0,0,0,0,0,0,255,255,255,255,0,0,0,255,255,255,0,0,0,0,0,0,255,255,255,60,0,0,0,255,255,255,255,0,0,0,0,255,255,255,249,60,0,0,0,255,255,255,255,255,255,255,255,255,255,255,60,0,0,0,0,255,255,255,255,255,255,255,255,255,255,60,78,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,60,0,0,0,0,255,255,60,60,255,255,255,255,255,255,255,60,0,0,0,0,255,255,255,60,60,60,255,255,255,255,60,0,0,0,0,0,255,255,255,60,60,60,255,255,255,255,255,0,0,0,0,0,255,255,255,60,60,60,60,255,255,60,60,0,0,0,0,0,60,255,255,255,60,60,60,60,60,60,0,0,0,0,0,0
C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,230,230,194,0,215,0,0,0,0,0,0,0,230,230,230,230,230,180,230,230,239,0,0,0,0,0,0,0,230,255,255,237,230,0,255,209,0,0,0,0,0,0,0,0,255,255,236,255,255,0,0,0,0,0,0,0,0,0,0,0,247,245,238,230,0,0,0,0,0,0,0,0,0,0,0,0,255,230,0,0,0,0,0,0,0,0,0,255,236,230,0,0,31,0,230,230,0,0,0,0,0,0,255,255,255,122,0,0,0,0,0,70,255,230,0,0,249,255,255,255,255,0,0,0,0,0,0,230,230,230,230,255,255,248,253,126,0,0,0,0,0,0,0,230,230,230,230,0,248,230,0,0,0,0,0,0,0,0,0,230,230,230,0,0,0,0,0,0,0,0,0,0,0,0,0,230,230,84,0,0,0,0,0,0,0,0,0,0,0,0,0,230,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,57,0,230,0,0,0,0,0,0,0,0,0
O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,103,89,255,103,0,0,0,0,0,0,0,0,255,255,237,255,255,255,255,193,255,255,0,0,0,0,0,0,255,255,255,117,255,255,0,0,0,0,255,255,93,0,0,103,255,255,0,50,255,0,0,0,0,0,255,255,225,0,0,255,255,255,0,0,103,255,0,0,0,255,255,255,0,0,0,255,255,255,0,0,193,255,255,255,255,255,255,89,0,0,0,255,231,255,0,0,255,255,255,255,0,0,103,0,0,0,0,103,176,255,0,0,0,255,255,0,0,0,0,0,0,0,0,0,255,103,0,0,0,103,103,0,0,0,0,0,0,0,0,228,103,255,146,0,0,0,103,0,10,0,0,0,0,0,0,0,103,103,230,103,0,0,74,103,0,0,0,0,0,0,0,0,255,103,146,240,29,0,103,0,0,0,0,0,0,0,255,108,126,103,144,255,103,103,0,0,0,0,0,0,0,0,252,208,127,155,103,189,103,0,0,0,0,0,103,0,0,0
L,0,0,255,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,89,89,255,89,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,89,0,0,0,0,0,0,0,0,0,0,89,0,255,193,255,89,255,89,89,89,89,89,89,0,0,0,89,255,89,255,255,255,255,255,89,255,255,255,255,0,0,0,255,255,255,255,169,255,255,255,96,0,0,0,0,223,0,0,255,255,255,255,89,255,89,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0
C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,239,255,143,255,255,0,0,0,0,0,255,255,255,225,255,255,0,225,255,225,0,0,0,0,0,0,225,246,225,255,255,225,225,0,0,0,0,0,0,0,0,0,228,255,225,225,227,0,0,0,0,0,0,0,0,0,0,0,255,255,229,225,175,0,0,0,0,0,0,0,0,0,0,0,0,67,207,255,149,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,183,255,255,46,0,0,255,56,255,0,0,0,0,0,0,246,255,255,243,0,0,0,0,56,255,235,0,0,0,0,255,225,253,225,0,0,0,0,0,255,255,255,255,241,225,225,225,225,225,105,0,0,0,0,0,255,255,255,255,255,225,255,249,225,0,0,0,0,0,0,40,255,255,255,255,7,0,6,255,0,0,0,0,0,0,0,0,255,255,255,0,0,0,255,0,0,0,0,0,0,0,0,0,255,255,71,0,0,0,0,0,0,0,0,0,0
C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,250,250,234,0,0,0,0,0,0,0,0,0,250,250,255,250,252,255,255,250,0,0,0,0,0,0,0,0,252,250,251,255,255,253,0,0,0,0,0,0,0,0,0,0,250,0,250,253,0,0,0,0,0,0,0,0,0,0,0,250,250,0,0,250,0,0,0,0,0,0,0,0,0,0,0,255,250,0,250,250,0,0,0,0,0,250,250,0,0,0,0,250,0,0,0,250,0,0,0,0,250,250,0,0,255,0,250,250,0,0,0,250,250,253,255,255,255,250,0,0,0,0,250,250,0,0,250,250,250,250,250,250,255,0,0,0,0,0,250,16,0,0,250,250,0,0,0,250,0,0,0,0,0,0,250,250,0,0,0,0,0,0,0,0,0,0,0,0,255,0,250,255,0,0,0,0,0,0,0,0,0,0,0,111,250,0,250,255,250,0,250,0,0,0,0,0,0,0,0,0,16,0,250,250,253,13,16,0,0,0,0,0,0,0,0,250,1,0,254,250,250,250,0,0,0,0,0,0,0,0,172,250,0,0
O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,238,78,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,78,106,106,0,0,0,0,0,0,0,0,255,143,255,194,255,255,255,255,255,216,17,0,0,0,0,89,255,255,255,255,255,0,0,0,0,255,255,0,0,0,0,255,255,78,78,255,204,0,0,0,0,255,255,38,0,0,111,255,255,78,78,255,255,0,0,0,255,255,255,111,0,0,78,172,255,0,78,255,255,255,255,255,255,78,78,0,0,0,255,255,78,15,78,78,78,78,255,255,78,78,0,0,0,0,48,150,255,78,0,78,183,78,78,78,0,91,0,0,0,0,48,78,78,255,0,78,78,78,78,78,0,0,0,0,0,0,84,125,255,255,78,34,78,78,22,255,0,0,0,0,0,0,40,89,255,255,255,0,7,78,255,21,0,0,0,0,0,0,250,255,255,255,255,255,255,255,78,0,0,0,0,0,0,0,78,255,255,255,255,255,244,255,0,0,0,0,0,0,0,78,255,255,255,255,83,255,78,0,0,0,0,0,0,0
L,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,255,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,86,0,0,0,0,0,0,0,0,0,0,0,0,86,86,186,255,27,0,0,0,0,0,0,0,0,0,0,0,3,255,255,228,255,0,0,0,0,0,73,86,86,0,0,86,86,255,255,86,86,86,180,86,86,255,86,125,86,86,0,255,255,250,86,255,255,86,255,255,86,86,86,157,2,0,0,255,255,165,136,255,86,86,255,244,0,0,255,0,0,0,0,255,255,255,255,255,255,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0
C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,232,255,232,232,0,255,234,232,0,0,0,0,0,0,255,255,232,255,255,255,255,255,244,0,0,0,0,0,0,0,236,255,228,232,255,0,0,0,0,0,0,0,0,0,0,0,255,232,172,255,232,0,0,0,0,0,0,0,0,0,0,232,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,232,0,0,232,232,0,0,0,0,0,232,232,232,0,61,255,232,0,0,0,232,251,0,0,0,255,255,255,0,0,0,250,0,0,0,232,232,232,232,255,255,232,255,232,0,0,0,241,0,0,0,232,232,232,94,0,244,232,0,0,0,0,0,232,0,0,0,232,232,0,0,0,232,0,0,0,0,0,247,232,0,0,0,232,0,0,0,0,0,0,0,0,0,0,233,233,0,0,0,0,0,0,0,0,0,0,0,0,0,255,238,255,232,0,0,232,232,232,0,0,0,0,0,0,177,232,0,254,237,0,0,79,0,0,0,0,0,0,0,0,0,232,0
C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,255,255,255,187,255,255,255,255,0,0,0,0,0,0,255,230,211,255,255,0,211,211,211,0,0,0,0,0,0,0,211,230,255,247,211,211,0,0,0,0,0,0,0,0,0,0,211,255,255,211,22,0,0,0,0,0,0,0,0,0,0,0,255,212,211,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,255,255,255,255,0,0,0,15,255,0,0,0,0,0,0,0,211,255,211,0,0,0,0,0,255,211,254,0,0,0,255,253,211,211,0,0,0,0,0,0,255,255,255,255,211,211,229,254,211,211,0,0,0,0,0,255,255,255,255,255,255,255,255,20,0,0,0,0,0,0,0,255,255,255,255,255,0,0,255,0,0,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,0,0,0,0,0
O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,93,93,93,93,0,0,0,0,0,0,0,0,0,255,255,255,255,93,255,255,93,3,81,0,0,0,0,0,0,255,255,255,255,255,255,255,93,255,255,0,6,0,0,0,0,247,255,255,251,255,255,0,0,0,0,255,255,93,0,0,255,255,255,0,93,255,200,0,0,0,0,255,255,255,0,0,255,93,204,0,93,93,255,0,0,0,255,255,255,93,0,0,188,255,255,0,0,0,255,255,255,255,255,255,255,0,0,0,255,255,255,0,0,57,255,255,255,255,0,70,0,0,0,0,245,255,255,36,0,93,255,255,255,0,0,0,0,0,0,0,242,255,255,0,0,0,255,255,224,0,0,0,0,0,0,0,0,255,93,0,0,0,0,93,6,0,0,0,0,0,0,0,0,93,255,245,0,0,0,0,0,0,0,0,0,0,0,0,0,93,204,255,93,0,0,0,93,0,0,0,0,0,0,0,255,143,93,204,192,93,0,0,93,0,0,0,0,0,0,0,255,255,115,255,184,255,93,93,0,0,0,0,0,0,0,0
C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,255,191,191,218,199,250,0,0,0,0,0,0,0,0,0,255,215,255,251,255,255,235,255,202,0,0,0,0,0,0,0,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,131,0,0,0,0,0,0,0,0,0,0,0,191,255,60,191,0,0,0,0,0,0,0,0,0,0,0,0,253,249,191,255,0,0,0,0,0,0,0,0,0,0,0,0,191,12,255,255,234,0,0,0,0,0,255,191,191,191,0,0,193,197,191,191,191,255,0,255,255,255,255,237,255,0,0,0,191,191,235,255,191,255,211,255,255,255,255,255,0,0,0,0,255,191,249,191,0,0,255,255,255,0,0,0,0,0,0,0,191,252,255,255,255,222,255,0,0,0,0,0,0,0,0,0,255,255,0,118,191,0,0,0,0,0,0,0,0,0,0,0,191,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,196,173,255,250,255,249,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,173,0,0,0,0,0,0,255,255,255,255,173,197,8,0,0,0,0,0,0,0,0,0,255,255,255,255,173,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,56,0,0,0,0,0,0,0,0,0,0,0,221,247,255,255,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,0,0,0,0,0,0,0,151,173,173,173,173,173,255,255,255,255,0,0,0,0,249,173,173,173,255,255,0,252,252,255,255,255,255,255,252,252,252,173,175,255,0,0,0,218,255,255,173,255,255,255,255,254,255,173,0,0,0,0,0,255,255,255,255,255,255,173,173,0,0,0,0,0,0,0,0,255,255,255,173,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
